origin_cluster,origin_degree,origin_train_n,reassigned_to,is_graph_neighbor,dist_to_own_centroid,dist_to_reassigned_centroid,margin_normalized
cube13_cluster0,10,1173,cube23_cluster1,True,2.203067380158772,1.9132945154849532,0.07353673268101364
cube13_cluster0,10,1173,cube22_cluster0,True,2.528826963782285,2.067856070159267,0.11698229030603427
cube13_cluster0,10,1173,cube4_cluster0,True,1.6513964650259592,1.4526295659424107,0.05044181186597336
cube13_cluster0,10,1173,cube14_cluster0,True,1.5886903007503401,1.5096347468712883,0.020062220591625192
cube13_cluster0,10,1173,cube4_cluster0,True,1.630264319871759,1.437283679665508,0.04897341152848168
cube13_cluster0,10,1173,cube4_cluster0,True,1.2662768331231118,1.228545424233054,0.009575239325288322
cube13_cluster0,10,1173,cube23_cluster1,True,2.196157562924899,1.4426573772831761,0.1912185317593538
cube13_cluster0,10,1173,cube24_cluster0,True,1.2964644088994126,0.6390405669652829,0.16683688231765295
cube13_cluster0,10,1173,cube14_cluster0,True,1.039600274417605,0.47575487058600224,0.1430891356292307
cube13_cluster0,10,1173,cube23_cluster0,True,1.515778414555693,1.2815752667557578,0.05943459989672329
cube13_cluster0,10,1173,cube23_cluster1,True,2.1550454149039293,0.8157271810921505,0.33988374669066346
cube13_cluster0,10,1173,cube5_cluster0,True,1.0896770304490242,0.8524588340068486,0.06019973995314045
cube13_cluster0,10,1173,cube13_cluster1,False,2.7734489013796635,1.8750324990095888,0.22799445659514633
cube13_cluster0,10,1173,cube14_cluster0,True,1.5268158701398764,1.2137764041159724,0.079441184244492
cube13_cluster0,10,1173,cube14_cluster0,True,1.7879806881906877,1.6026215101694157,0.04703928485321092
cube13_cluster0,10,1173,cube5_cluster0,True,1.050162890653122,0.5582109082834954,0.12484447589711996
cube13_cluster0,10,1173,cube5_cluster0,True,1.2749805205523415,1.0452413353036787,0.05830176359336383
cube13_cluster0,10,1173,cube4_cluster0,True,2.0990161024578757,1.883179624110935,0.05477362219156198
cube13_cluster0,10,1173,cube23_cluster1,True,1.6402109529308682,1.159448953537092,0.12200475248917951
cube13_cluster0,10,1173,cube5_cluster0,True,1.0200633117087503,0.6815446754962234,0.08590712759361782
cube13_cluster0,10,1173,cube14_cluster0,True,1.2305494880041514,0.9761261053361574,0.06456596375963541
cube13_cluster0,10,1173,cube23_cluster0,True,1.6065734955414566,0.9345381127839204,0.17054490712804382
cube13_cluster0,10,1173,cube4_cluster0,True,1.2639429839619263,1.0337335533746477,0.05842109949391204
cube13_cluster0,10,1173,cube4_cluster0,True,1.7615572688628538,1.5575712886941817,0.05176627739530884
cube13_cluster0,10,1173,cube4_cluster0,True,1.4656074311247824,1.1978574187653048,0.06794791191501089
cube13_cluster0,10,1173,cube4_cluster0,True,1.7482099842898484,1.4960523103613905,0.06399098646457416
cube13_cluster0,10,1173,cube4_cluster0,True,1.330156395678617,1.2151642705123165,0.02918197733350404
cube13_cluster0,10,1173,cube14_cluster0,True,1.1313261247927882,0.9443894029673497,0.04743962398486204
cube13_cluster0,10,1173,cube23_cluster1,True,1.960640124334925,1.218621612875699,0.1883047847939877
cube13_cluster0,10,1173,cube22_cluster0,True,2.1827396298419752,1.7128003594768313,0.11925822847509199
cube13_cluster0,10,1173,cube23_cluster0,True,2.1601586514212783,1.8995322532381298,0.06614012597205497
cube13_cluster0,10,1173,cube5_cluster0,True,1.5816575934701702,1.3327251353021274,0.06317251152048575
cube13_cluster0,10,1173,cube22_cluster0,True,2.186524136664511,1.4069728123846803,0.1978296256594779
cube13_cluster0,10,1173,cube12_cluster0,True,1.658088043377759,1.2744672835947002,0.09735286047162775
cube13_cluster0,10,1173,cube22_cluster0,True,1.7316258150584014,0.8224438947677106,0.23072646193454255
cube13_cluster0,10,1173,cube4_cluster0,True,1.2003889689035232,0.9815329315379682,0.05553990686289012
cube13_cluster0,10,1173,cube12_cluster0,True,1.6684003700097285,1.5872223486208799,0.0206008470295001
cube13_cluster0,10,1173,cube23_cluster1,True,2.2231650672609966,1.6533037620841455,0.144615813186009
cube13_cluster0,10,1173,cube12_cluster0,True,1.7805247843520868,1.5480517754657617,0.05899553613920283
cube13_cluster0,10,1173,cube4_cluster0,True,1.8359281185833205,1.67325216761879,0.04128287834395422
cube13_cluster0,10,1173,cube4_cluster0,True,1.3409918807959182,1.2607844489850877,0.020354536918917327
cube13_cluster0,10,1173,cube12_cluster0,True,1.5002230795162599,1.16477639948395,0.0851275459006022
cube13_cluster0,10,1173,cube23_cluster0,True,1.751607202352572,1.5446908753078497,0.05250992237093246
cube13_cluster0,10,1173,cube4_cluster0,True,1.309357309560893,1.145161745128357,0.04166851627972499
cube13_cluster0,10,1173,cube22_cluster0,True,2.0951393024729894,1.7629950755929444,0.08428947013763162
cube13_cluster0,10,1173,cube23_cluster1,True,1.6039751243483409,1.148227214730491,0.1156568343182295
cube13_cluster0,10,1173,cube5_cluster0,True,1.9923793542107147,1.6818809973711362,0.07879631755895415
